0:00	2185.23
0:15	2179.41
0:30	2164.27
0:45	2149.14
1:00	2136.5
1:15	2111.3
1:30	2091.12
1:45	2068.42
2:00	2049.88
2:15	2058.33
2:30	2058.33
2:45	2070.94
3:00	2079.66
3:15	2078.51
3:30	2075.99
3:45	2070.94
4:00	2068.83
4:15	2063.38
4:30	2063.38
4:45	2063.38
5:00	2060.71
5:15	2012.93
5:30	1972.57
5:45	1927.17
6:00	1884.76
6:15	1927.17
6:30	1972.57
6:45	2015.45
7:00	2060.71
7:15	2040.67
7:30	2020.5
7:45	2002.84
8:00	1979.51
8:15	1997.79
8:30	2015.45
8:45	2030.58
9:00	2044.47
9:15	2083.56
9:30	2113.82
9:45	2144.09
10:00	2174.4
10:15	2159.23
10:30	2146.61
10:45	2134
11:00	2131.09
11:15	2123.91
11:30	2123.91
11:45	2121.39
12:00	2120.26
12:15	2126.44
12:30	2141.57
12:45	2154.18
13:00	2166.28
13:15	2224.81
13:30	2290.39
13:45	2343.36
14:00	2409.9
14:15	2345.88
14:30	2287.87
14:45	2227.33
15:00	2174.4
15:15	2141.57
15:30	2121.39
15:45	2093.64
16:00	2076.95
16:15	2025.54
16:30	2012.93
16:45	1977.61
17:00	1955.14
17:15	2020.5
17:30	2081.03
17:45	2141.57
18:00	2198.76
18:15	2224.81
18:30	2255.08
18:45	2290.39
19:00	2315.16
19:15	2368.59
19:30	2441.73
19:45	2504.79
20:00	2566.9
20:15	2514.88
20:30	2459.39
20:45	2401.38
21:00	2344.93
21:15	2340.84
21:30	2333.27
21:45	2328.23
22:00	2325.99
22:15	2328.23
22:30	2330.75
22:45	2340.84
23:00	2350.35
23:15	2183.97441
23:30	2156.460018
23:45	2167.993836
